experiment_id,tag,target,model_spec,seed,model,hypothesis,features,calibration,n_train,n_val,n_test,pos_train,pos_val,pos_test,train_weeks,val_weeks,test_weeks,n_features,n_trees,pr_auc,roc_auc,pr_auc_cal,roc_auc_cal,precision,recall,brier,n_unique_pred,status,stage
dev|propagation_vulnerability|B+P3_persistence|seed303,dev,propagation_vulnerability,B+P3_persistence,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P4_dest_fragility|seed303,dev,propagation_vulnerability,B+P4_dest_fragility,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P5_process|seed303,dev,propagation_vulnerability,B+P5_process,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P6_full|seed303,dev,propagation_vulnerability,B+P6_full,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|rt_new_stress|A|seed303,dev,rt_new_stress,A,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,58.0,18.0,16.0,1-78,87-118,127-156,43.0,54.0,0.1920435433099699,0.7962908878504673,0.1920435433099699,0.7962908878504673,0.5,0.3125,0.0013292777265886,294.0,ok,research_validation
dev|rt_new_stress|B|seed303,dev,rt_new_stress,B,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,58.0,18.0,16.0,1-78,87-118,127-156,51.0,27.0,0.3278839005158108,0.8008959863150867,0.3278839005158108,0.8008959863150867,0.1489361702127659,0.4375,0.0012424760612988,227.0,ok,research_validation
dev|rt_new_stress|B+P0_m2c_exposure|seed303,dev,rt_new_stress,B+P0_m2c_exposure,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,58.0,18.0,16.0,1-78,87-118,127-156,52.0,10.0,0.2982153104728609,0.791771841622163,0.2982153104728609,0.791771841622163,0.0142276422764227,0.4375,0.0012580778422218,91.0,ok,research_validation
dev|rt_new_stress|B+P1_liab_channel|seed303,dev,rt_new_stress,B+P1_liab_channel,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,58.0,18.0,16.0,1-78,87-118,127-156,52.0,9.0,0.2278266253677931,0.9142893649866488,0.2278266253677931,0.9142893649866488,0.0126126126126126,0.4375,0.0012521977848396,80.0,ok,research_validation
dev|rt_new_stress|B+P2_concentration|seed303,dev,rt_new_stress,B+P2_concentration,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,58.0,18.0,16.0,1-78,87-118,127-156,54.0,29.0,0.339871650208832,0.8254625959612816,0.339871650208832,0.8254625959612816,0.1489361702127659,0.4375,0.0012405293131498,210.0,ok,research_validation
dev|rt_new_stress|B+P3_persistence|seed303,dev,rt_new_stress,B+P3_persistence,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,58.0,18.0,16.0,1-78,87-118,127-156,53.0,35.0,0.3466939015081313,0.7978737274699601,0.3466939015081313,0.7978737274699601,0.125,0.4375,0.0012351662177148,262.0,ok,research_validation
dev|rt_new_stress|B+P4_dest_fragility|seed303,dev,rt_new_stress,B+P4_dest_fragility,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,58.0,18.0,16.0,1-78,87-118,127-156,53.0,10.0,0.3321237074689705,0.7844913009012017,0.3321237074689705,0.7844913009012017,0.025089605734767,0.4375,0.0012084075260733,121.0,ok,research_validation
dev|rt_new_stress|B+P5_process|seed303,dev,rt_new_stress,B+P5_process,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,58.0,18.0,16.0,1-78,87-118,127-156,52.0,9.0,0.3331122100360184,0.786233206775701,0.3331122100360184,0.786233206775701,0.011182108626198,0.4375,0.0012272108268862,79.0,ok,research_validation
dev|rt_new_stress|B+P6_full|seed303,dev,rt_new_stress,B+P6_full,303,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,58.0,18.0,16.0,1-78,87-118,127-156,61.0,10.0,0.2297466996231511,0.8203151076435247,0.2297466996231511,0.8203151076435247,0.0116666666666666,0.4375,0.0012390256227632,169.0,ok,research_validation
dev|propagation_vulnerability|A|seed404,dev,propagation_vulnerability,A,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B|seed404,dev,propagation_vulnerability,B,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P0_m2c_exposure|seed404,dev,propagation_vulnerability,B+P0_m2c_exposure,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P1_liab_channel|seed404,dev,propagation_vulnerability,B+P1_liab_channel,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P2_concentration|seed404,dev,propagation_vulnerability,B+P2_concentration,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P3_persistence|seed404,dev,propagation_vulnerability,B+P3_persistence,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P4_dest_fragility|seed404,dev,propagation_vulnerability,B+P4_dest_fragility,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P5_process|seed404,dev,propagation_vulnerability,B+P5_process,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P6_full|seed404,dev,propagation_vulnerability,B+P6_full,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|rt_new_stress|A|seed404,dev,rt_new_stress,A,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,52.0,17.0,12.0,1-78,87-118,127-156,43.0,3.0,0.2921666666666667,0.675074379935491,0.2921666666666667,0.675074379935491,0.1333333333333333,0.5,0.0009850653264584,17.0,ok,research_validation
dev|rt_new_stress|B|seed404,dev,rt_new_stress,B,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,52.0,17.0,12.0,1-78,87-118,127-156,51.0,3.0,0.258884963244231,0.6787655711266822,0.258884963244231,0.6787655711266822,0.1333333333333333,0.5,0.000984512983491,18.0,ok,research_validation
dev|rt_new_stress|B+P0_m2c_exposure|seed404,dev,rt_new_stress,B+P0_m2c_exposure,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,52.0,17.0,12.0,1-78,87-118,127-156,52.0,21.0,0.1334659129651583,0.6825957902346792,0.1334659129651583,0.6825957902346792,0.0437956204379562,0.5,0.0009789803738842,195.0,ok,research_validation
dev|rt_new_stress|B+P1_liab_channel|seed404,dev,rt_new_stress,B+P1_liab_channel,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,52.0,17.0,12.0,1-78,87-118,127-156,52.0,3.0,0.258884963244231,0.6787655711266822,0.258884963244231,0.6787655711266822,0.1333333333333333,0.5,0.000984512983491,18.0,ok,research_validation
dev|rt_new_stress|B+P2_concentration|seed404,dev,rt_new_stress,B+P2_concentration,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,52.0,17.0,12.0,1-78,87-118,127-156,54.0,3.0,0.258884963244231,0.6787655711266822,0.258884963244231,0.6787655711266822,0.1333333333333333,0.5,0.000984512983491,18.0,ok,research_validation
dev|rt_new_stress|B+P3_persistence|seed404,dev,rt_new_stress,B+P3_persistence,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,52.0,17.0,12.0,1-78,87-118,127-156,53.0,3.0,0.258884963244231,0.6787655711266822,0.258884963244231,0.6787655711266822,0.1333333333333333,0.5,0.000984512983491,18.0,ok,research_validation
dev|rt_new_stress|B+P4_dest_fragility|seed404,dev,rt_new_stress,B+P4_dest_fragility,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,52.0,17.0,12.0,1-78,87-118,127-156,53.0,3.0,0.258884963244231,0.6787655711266822,0.258884963244231,0.6787655711266822,0.1333333333333333,0.5,0.000984512983491,18.0,ok,research_validation
dev|rt_new_stress|B+P5_process|seed404,dev,rt_new_stress,B+P5_process,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,52.0,17.0,12.0,1-78,87-118,127-156,52.0,3.0,0.258884963244231,0.6787655711266822,0.258884963244231,0.6787655711266822,0.1333333333333333,0.5,0.000984512983491,18.0,ok,research_validation
dev|rt_new_stress|B+P6_full|seed404,dev,rt_new_stress,B+P6_full,404,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,52.0,17.0,12.0,1-78,87-118,127-156,61.0,10.0,0.3210613881904224,0.6572301468134801,0.3210613881904224,0.6572301468134801,0.1333333333333333,0.5,0.0009784513458308,99.0,ok,research_validation
dev|propagation_vulnerability|A|seed505,dev,propagation_vulnerability,A,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B|seed505,dev,propagation_vulnerability,B,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P0_m2c_exposure|seed505,dev,propagation_vulnerability,B+P0_m2c_exposure,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P1_liab_channel|seed505,dev,propagation_vulnerability,B+P1_liab_channel,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P2_concentration|seed505,dev,propagation_vulnerability,B+P2_concentration,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P3_persistence|seed505,dev,propagation_vulnerability,B+P3_persistence,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P4_dest_fragility|seed505,dev,propagation_vulnerability,B+P4_dest_fragility,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P5_process|seed505,dev,propagation_vulnerability,B+P5_process,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|propagation_vulnerability|B+P6_full|seed505,dev,propagation_vulnerability,B+P6_full,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,,,,,,,,,,,,,,,,,,,,unscoreable_no_test_positives,research_validation
dev|rt_new_stress|A|seed505,dev,rt_new_stress,A,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,56.0,22.0,20.0,1-78,87-118,127-156,43.0,6.0,0.0870292115629343,0.7812938230383972,0.0870292115629343,0.7812938230383972,0.0303030303030303,0.35,0.0016045732641241,61.0,ok,research_validation
dev|rt_new_stress|B|seed505,dev,rt_new_stress,B,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,56.0,22.0,20.0,1-78,87-118,127-156,51.0,7.0,0.1053832598006681,0.5454069282136895,0.1053832598006681,0.5454069282136895,0.0051334702258726,0.25,0.0016199406924788,120.0,ok,research_validation
dev|rt_new_stress|B+P0_m2c_exposure|seed505,dev,rt_new_stress,B+P0_m2c_exposure,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,56.0,22.0,20.0,1-78,87-118,127-156,52.0,7.0,0.1053832598006681,0.5454069282136895,0.1053832598006681,0.5454069282136895,0.0051334702258726,0.25,0.0016199406924788,120.0,ok,research_validation
dev|rt_new_stress|B+P1_liab_channel|seed505,dev,rt_new_stress,B+P1_liab_channel,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,56.0,22.0,20.0,1-78,87-118,127-156,52.0,7.0,0.1053832598006681,0.5454069282136895,0.1053832598006681,0.5454069282136895,0.0051334702258726,0.25,0.0016199406924788,120.0,ok,research_validation
dev|rt_new_stress|B+P2_concentration|seed505,dev,rt_new_stress,B+P2_concentration,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,56.0,22.0,20.0,1-78,87-118,127-156,54.0,7.0,0.1053832598006681,0.5454069282136895,0.1053832598006681,0.5454069282136895,0.0051334702258726,0.25,0.0016199406924788,120.0,ok,research_validation
dev|rt_new_stress|B+P3_persistence|seed505,dev,rt_new_stress,B+P3_persistence,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,56.0,22.0,20.0,1-78,87-118,127-156,53.0,7.0,0.1053832598006681,0.5454069282136895,0.1053832598006681,0.5454069282136895,0.0051334702258726,0.25,0.0016199406924788,120.0,ok,research_validation
dev|rt_new_stress|B+P4_dest_fragility|seed505,dev,rt_new_stress,B+P4_dest_fragility,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,56.0,22.0,20.0,1-78,87-118,127-156,53.0,3.0,0.0544899198130253,0.6599540901502503,0.0544899198130253,0.6599540901502503,0.0061919504643962,0.2,0.00166135220327,45.0,ok,research_validation
dev|rt_new_stress|B+P5_process|seed505,dev,rt_new_stress,B+P5_process,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,56.0,22.0,20.0,1-78,87-118,127-156,52.0,7.0,0.1053832598006681,0.5454069282136895,0.1053832598006681,0.5454069282136895,0.0051334702258726,0.25,0.0016199406924788,120.0,ok,research_validation
dev|rt_new_stress|B+P6_full|seed505,dev,rt_new_stress,B+P6_full,505,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,56.0,22.0,20.0,1-78,87-118,127-156,61.0,9.0,0.1050824832464014,0.5219052587646077,0.1050824832464014,0.5219052587646077,0.0086393088552915,0.2,0.001608473516716,85.0,ok,research_validation
dev|propagation_vulnerability|A|seed606,dev,propagation_vulnerability,A,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,17.0,0.0,3.0,1-78,87-118,127-156,43.0,200.0,0.0109324142052852,0.4854269122836264,0.0109324142052852,0.4854269122836264,0.0,0.0,0.0026180813342312,825.0,ok,research_validation
dev|propagation_vulnerability|B|seed606,dev,propagation_vulnerability,B,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,17.0,0.0,3.0,1-78,87-118,127-156,51.0,200.0,0.0273784839727405,0.9941652079686588,0.0273784839727405,0.9941652079686588,0.0,0.0,0.004143521965014,847.0,ok,research_validation
dev|propagation_vulnerability|B+P0_m2c_exposure|seed606,dev,propagation_vulnerability,B+P0_m2c_exposure,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,17.0,0.0,3.0,1-78,87-118,127-156,52.0,200.0,0.0354843304843304,0.9893028812758744,0.0354843304843304,0.9893028812758744,0.0,0.0,0.0002507987334125,789.0,ok,research_validation
dev|propagation_vulnerability|B+P1_liab_channel|seed606,dev,propagation_vulnerability,B+P1_liab_channel,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,17.0,0.0,3.0,1-78,87-118,127-156,52.0,200.0,0.0037829470501458,0.9537662193326109,0.0037829470501458,0.9537662193326109,0.0,0.0,0.0038077289789682,653.0,ok,research_validation
dev|propagation_vulnerability|B+P2_concentration|seed606,dev,propagation_vulnerability,B+P2_concentration,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Mean peer stress cannot distinguish one severe peer from several mild ones; max/count/HHI restore that structure.,54 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,17.0,0.0,3.0,1-78,87-118,127-156,54.0,200.0,0.0001908572433317,0.1293378900280625,0.0001908572433317,0.1293378900280625,0.0,0.0,0.0094166720555494,834.0,ok,research_validation
dev|propagation_vulnerability|B+P3_persistence|seed606,dev,propagation_vulnerability,B+P3_persistence,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",A peer stressed for several consecutive weeks drains the group pot cumulatively; decay and velocity capture duration the contemporaneous mean discards.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,17.0,0.0,3.0,1-78,87-118,127-156,53.0,200.0,0.0114411593134997,0.972632046900614,0.0114411593134997,0.972632046900614,0.0204081632653061,0.3333333333333333,0.0035772261123795,722.0,ok,research_validation
dev|propagation_vulnerability|B+P4_dest_fragility|seed606,dev,propagation_vulnerability,B+P4_dest_fragility,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Absolute buffer adequacy (buffer / obligation) measures capacity to absorb a liability call; B only has a RELATIVE wealth share.,53 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,17.0,0.0,3.0,1-78,87-118,127-156,53.0,200.0,0.2307692307692307,0.9995832291406184,0.2307692307692307,0.9995832291406184,0.073170731707317,1.0,0.0024243660493607,835.0,ok,research_validation
dev|propagation_vulnerability|B+P5_process|seed606,dev,propagation_vulnerability,B+P5_process,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Propagation as a process: source stress x contractual channel x persistence x destination vulnerability, in one interpretable scalar.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,17.0,0.0,3.0,1-78,87-118,127-156,52.0,200.0,0.0006942788772915,0.7011197243755382,0.0006942788772915,0.7011197243755382,0.0,0.0,0.0026376066733604,899.0,ok,research_validation
dev|propagation_vulnerability|B+P6_full|seed606,dev,propagation_vulnerability,B+P6_full,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",All research propagation features together; upper bound on what this family can contribute.,61 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,17.0,0.0,3.0,1-78,87-118,127-156,61.0,200.0,0.0018106778649771,0.9041704870662112,0.0018106778649771,0.9041704870662112,0.0,0.0,0.0065327479447645,1651.0,ok,research_validation
dev|rt_new_stress|A|seed606,dev,rt_new_stress,A,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Individual financial features only; no peer/network context. Lower bound.,43 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,68.0,24.0,15.0,1-78,87-118,127-156,43.0,9.0,0.1263816836937105,0.7135808649701015,0.1263816836937105,0.7135808649701014,0.1578947368421052,0.2,0.0012020391695692,35.0,ok,research_validation
dev|rt_new_stress|B|seed606,dev,rt_new_stress,B,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","Individual + network context (M2C Model B, 51 features). The baseline to beat.",51 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,68.0,24.0,15.0,1-78,87-118,127-156,51.0,3.0,0.1572238110652018,0.6970769016826589,0.1572238110652018,0.6970769016826589,0.0416666666666666,0.2,0.0012323353953597,42.0,ok,research_validation
dev|rt_new_stress|B+P0_m2c_exposure|seed606,dev,rt_new_stress,B+P0_m2c_exposure,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)","M2C Model C. Exposure = peer_predicted_stress_mean * borrower_liability_share; both factors already in B, so no new information is expected.",52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,68.0,24.0,15.0,1-78,87-118,127-156,52.0,3.0,0.1572238110652018,0.6970769016826589,0.1572238110652018,0.6970769016826589,0.0416666666666666,0.2,0.0012323353953597,42.0,ok,research_validation
dev|rt_new_stress|B+P1_liab_channel|seed606,dev,rt_new_stress,B+P1_liab_channel,606,"LightGBM(binary,lr0.05,leaves31,depth5,seed42)",Routing peer stress through the CONTRACTUAL liability weight (the generator transmission channel) rather than a wealth share should add information B lacks.,52 features,Platt on validation split only; test labels unused,31200.0,12800.0,12000.0,68.0,24.0,15.0,1-78,87-118,127-156,52.0,19.0,0.1941360413604875,0.7127965512446114,0.1941360413604875,0.7127965512446114,0.0384615384615384,0.4,0.0012318236225277,156.0,ok,research_validation
